ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID654468994,35 Elizabeth St,3,h,1537000.0,25/02/2017,2.0,2.0,324.0,20.0,-37.9034,145.017
ID381959375,10 Glen St,3,h,1400000.0,20/05/2017,1.0,1.0,476.0,42.0,-37.7495,144.9157
ID452839014,5/46 Greeves St,2,u,431000.0,18/06/2016,1.0,1.0,0.0,79.0,-37.8665,144.9833
ID247233843,8 Efficient St,3,h,490000.0,8/07/2017,2.0,2.0,375.0,7.0,-37.62157,145.01049
ID199449306,2a Iris St,2,h,633000.0,14/05/2016,1.0,1.0,276.0,54.0,-37.8454,145.0971
ID906568534,21/10 Breese St,3,u,627000.0,7/11/2016,2.0,2.0,0.0,8.0,-37.7634,144.9616
ID492584274,48 Gordon St,3,h,1510000.0,28/05/2016,1.0,1.0,453.0,49.0,-37.7772,145.0232
ID871100539,91 High St,4,h,970000.0,16/04/2016,1.0,1.0,619.0,104.0,-37.839,144.8854
ID308106217,43 Mitchell St,4,h,1275000.0,23/09/2017,1.0,2.0,518.0,139.0,-37.758829999999996,144.96749
ID204503813,61 Canterbury Rd,3,h,751000.0,22/07/2017,1.0,2.0,693.0,69.0,-37.825359999999996,145.24893
ID976503828,232 Williams Rd,3,h,1635000.0,3/12/2016,1.0,2.0,386.0,19.0,-37.8435,145.0043
ID298258961,27 Connie St,4,h,1255000.0,28/08/2016,2.0,2.0,610.0,69.0,-37.9207,145.0757
ID200983398,41 McKinnon Rd,2,h,1200000.0,12/08/2017,1.0,2.0,397.0,79.0,-37.90978,145.02937
ID523936214,2/26 Mercer Rd,2,u,820000.0,3/09/2017,1.0,1.0,1501.0,119.0,-37.8528,145.02684
ID357043283,30 Abbott St,7,h,1350000.0,3/12/2016,2.0,0.0,942.0,59.0,-37.7923,145.1029
ID301553152,3 McGrath Cl,3,h,365000.0,7/05/2016,1.0,0.0,543.0,49.0,-37.7367,144.82399999999996
ID488498698,4/6 Linton St,2,u,504000.0,10/12/2016,1.0,1.0,0.0,39.0,-37.7712,145.0455
ID454467310,166 Rosanna Rd,3,h,620000.0,10/12/2016,1.0,0.0,454.0,79.0,-37.7449,145.072
ID240719210,3/28 Avoca Av,2,u,930000.0,29/07/2017,1.0,1.0,837.0,89.0,-37.87307,144.98635
ID999339167,37 Eamon Dr,3,h,770000.0,4/06/2016,2.0,2.0,577.0,49.0,-37.7376,145.0895
ID851742638,77 Merrett Dr,3,h,1031000.0,26/08/2017,2.0,2.0,333.0,24.0,-37.85927,144.87904
ID882089907,36 Kenny St,3,h,2251000.0,3/12/2016,1.0,2.0,888.0,69.0,-37.8002,145.0949
ID780718515,1/2 Flowerdale Rd,3,u,957000.0,24/06/2017,2.0,2.0,254.0,25.0,-37.94313,145.03501
ID277975602,22 Milton Pde,3,h,2415000.0,15/10/2016,1.0,3.0,696.0,109.0,-37.8462,145.0386
ID493428583,366 Toorak Rd,3,h,1700000.0,27/11/2016,1.0,1.0,178.0,125.0,-37.8404,145.0022
ID417711413,23 Fraserburgh Cr,4,h,783000.0,8/07/2017,2.0,2.0,750.0,39.0,-37.64163,144.90493
ID293346769,2/11 Harts Pde,2,u,622000.0,27/11/2016,1.0,1.0,0.0,49.0,-37.8318,145.0448
ID167167123,87 Parkmore Rd,4,h,1415000.0,10/09/2016,2.0,2.0,604.0,49.0,-37.9153,145.0707
ID120038577,6/18 Orange Gr,1,u,290000.0,3/06/2017,1.0,1.0,880.0,69.0,-37.86752,144.99668
ID997570257,16 Wendora St,3,h,1075000.0,24/09/2016,2.0,1.0,752.0,19.0,-37.7303,144.9198
ID568664923,82 Highett Rd,3,h,1615000.0,6/05/2017,1.0,2.0,681.0,59.0,-37.9462,145.0193
ID610290119,190 Kambrook Rd,5,h,1665000.0,3/12/2016,2.0,2.0,593.0,59.0,-37.8849,145.0341
ID649456098,2C Ray Rd,3,t,780000.0,27/05/2017,2.0,2.0,306.0,20.0,-37.854729999999996,145.1521
ID576641460,6 Brady St,3,h,1275000.0,18/03/2017,2.0,1.0,132.0,119.0,-37.821999999999996,145.0041
ID451545532,31 Mill St,4,h,1150000.0,27/05/2017,2.0,2.0,599.0,19.0,-38.01468,145.09788999999995
ID280465370,65 Darling St,3,h,1240000.0,29/04/2017,2.0,2.0,275.0,139.0,-37.766999999999996,144.9108
ID500541233,22 Evelyn St,6,h,1361000.0,17/06/2017,3.0,4.0,726.0,39.0,-37.91945,145.1315
ID273576667,21 Wolseley Gr,4,h,2405000.0,28/05/2016,1.0,2.0,695.0,49.0,-37.9262,144.9969
ID804431061,33 Westmelton Dr,3,h,371500.0,22/07/2017,2.0,0.0,582.0,34.0,-37.6773,144.565
ID420340480,3 Ringtail Cct,3,h,725500.0,22/08/2016,2.0,2.0,214.0,5.0,-37.7831,144.8825
ID116425678,4/176 Ayr St,2,u,782000.0,22/04/2017,1.0,1.0,261.0,35.0,-37.7731,145.1044
ID761619155,1/380 Waverley Rd,3,h,1670000.0,27/11/2016,2.0,1.0,375.0,99.0,-37.8777,145.0608
ID604416595,176 Buckingham St,4,h,1645000.0,22/08/2016,2.0,1.0,249.0,49.0,-37.8147,145.0084
ID433711904,34 Soudan St,2,h,996000.0,29/07/2017,1.0,1.0,476.0,89.0,-37.73883,144.95321
ID419417936,1 Bethell St,3,h,1256000.0,6/08/2016,2.0,2.0,378.0,95.0,-37.9064,145.0287
ID150749738,5/9 Rockley Rd,2,u,792500.0,22/04/2017,1.0,1.0,0.0,49.0,-37.8383,144.9995
ID909386913,5D MacKie Rd,3,t,950000.0,17/06/2017,2.0,2.0,163.0,61.0,-37.9217,145.0733
ID303510796,43 Pascoe St,3,h,1780000.0,4/03/2017,1.0,2.0,627.0,59.0,-37.8599,145.0898
ID269139208,11 Vincent St,4,h,3400000.0,3/09/2016,3.0,2.0,856.0,99.0,-37.8628,145.0436
ID336097780,2 Fordholm Rd,5,h,4250000.0,17/09/2016,4.0,3.0,1275.0,89.0,-37.8291,145.0308
ID667098894,4/13 Sylvester St,2,u,522000.0,8/10/2016,1.0,1.0,161.0,7.0,-37.7204,144.9131
ID477200278,8/569 Orrong Rd,1,u,324000.0,16/04/2016,1.0,1.0,0.0,119.0,-37.8537,145.0114
ID190981264,15A Lothian St,3,t,1300000.0,11/02/2017,2.0,2.0,67.0,14.0,-37.804,144.9441
ID311823176,3/367 Williamstown Rd,2,u,440000.0,8/07/2017,1.0,1.0,100.0,119.0,-37.82356,144.88191
ID627722337,9/305 Dandenong Rd,2,u,1020000.0,24/06/2017,1.0,1.0,0.0,99.0,-37.85931,145.00616000000005
ID395301543,114 Hotham Rd,3,h,1065000.0,18/03/2017,1.0,2.0,653.0,43.0,-37.734,144.8785
ID596769023,127 Normanby Rd,4,h,2625000.0,25/02/2017,2.0,3.0,836.0,109.0,-37.8696,145.0323
ID787020237,2059 Malvern Rd,3,h,1380000.0,8/04/2017,1.0,2.0,572.0,109.0,-37.8757,145.066
ID379302978,22 Bayley Gr,4,h,1880000.0,29/04/2017,2.0,2.0,814.0,54.0,-37.7859,145.12
ID291333417,68 Weybridge St,3,h,1652000.0,20/05/2017,2.0,2.0,368.0,133.0,-37.8176,145.0882
ID209818725,26/670 Malvern Rd,2,u,888000.0,29/04/2017,1.0,1.0,0.0,114.0,-37.849000000000004,145.0088
ID310843593,314A Gillies St,2,h,874000.0,19/11/2016,1.0,2.0,333.0,34.0,-37.7642,145.0192
ID122584161,7 Maidstone St,2,h,1030000.0,27/05/2017,1.0,1.0,743.0,6.0,-37.8732,144.81331
ID683551248,2 Benston St,4,h,725000.0,3/06/2017,2.0,3.0,854.0,69.0,-37.59908,144.93954
ID710605769,4/200 Bay St,2,u,655000.0,10/09/2016,2.0,1.0,0.0,19.0,-37.8392,144.9421
ID498773150,1/5 Glover St,3,h,590000.0,17/06/2017,1.0,2.0,290.0,69.0,-37.7368,145.05048
ID732365082,116/56 Nicholson St,1,u,457000.0,22/08/2016,1.0,1.0,0.0,7.0,-37.8078,144.9965
ID445515355,4/2 Miller St,2,t,805000.0,12/11/2016,2.0,3.0,155.0,15.0,-37.7804,145.0308
ID296440817,44 Manning Rd,5,h,2500000.0,14/05/2016,3.0,2.0,488.0,89.0,-37.8733,145.0507
ID969246900,48 Glover St,2,h,1200000.0,18/06/2016,2.0,1.0,131.0,129.0,-37.839,144.94799999999995
ID856420584,10 Ivy St,2,t,660000.0,24/06/2017,2.0,1.0,70.0,79.0,-37.74645,144.98888
ID331564860,1/8 Stokes St,3,h,867000.0,25/02/2017,1.0,1.0,355.0,59.0,-37.7352,145.0713
ID413613355,4 Edwin St,3,h,990000.0,6/05/2017,2.0,2.0,377.0,79.0,-37.7573,145.0496
ID521687068,165 Hilton St,4,h,630000.0,27/11/2016,2.0,2.0,602.0,69.0,-37.7005,144.9258
ID536207779,75 Ballard St,4,h,970000.0,27/06/2016,1.0,2.0,664.0,59.0,-37.8172,144.8676
ID179486953,460 Bell St,2,h,630000.0,29/04/2017,1.0,1.0,319.0,64.0,-37.7442,144.9958
ID116760223,32 Ringtail Cct,4,h,826000.0,3/09/2016,2.0,2.0,308.0,7.0,-37.7833,144.8817
ID516111616,37 Newton St,5,h,2400000.0,12/08/2017,3.0,2.0,593.0,3.0,-37.83199000000001,145.10877
ID778109046,21 Crown St,3,h,1165000.0,28/08/2016,1.0,1.0,167.0,15.0,-37.8167,145.0098
ID430031510,37 Alamein Rd,3,h,392000.0,28/05/2016,1.0,2.0,372.0,59.0,-37.7383,145.0414
ID316810645,6 Greenock St,3,h,725000.0,6/05/2017,1.0,1.0,547.0,8.0,-37.7039,145.0226
ID195928682,37 Woodside St,3,h,1502000.0,15/07/2017,1.0,0.0,179.0,6.0,-37.7844,144.99005
ID246967554,41 McArthur Rd,4,h,1740000.0,7/11/2016,3.0,3.0,948.0,59.0,-37.7759,145.063
ID974527993,4 Vears Rd,3,h,1830000.0,25/02/2017,2.0,3.0,724.0,79.0,-37.8619,145.0879
ID888606874,13 Birrarrung Ct,4,h,1475000.0,24/09/2016,2.0,2.0,617.0,21.0,-37.7569,145.0913
ID311887981,15 Albert St,3,h,961000.0,19/08/2017,1.0,2.0,529.0,49.0,-37.75049,145.02098999999995
ID525749040,234 Victoria St,2,h,1026000.0,3/09/2016,1.0,0.0,225.0,114.0,-37.7676,144.9665
ID223004201,7 Zeal St,2,h,910000.0,16/04/2016,1.0,4.0,576.0,109.0,-37.7578,144.9439
ID953986376,12 Riviera St,4,h,795000.0,27/05/2017,2.0,2.0,631.0,59.0,-38.08814,145.12598
ID584657333,20 Astley St,4,h,1209000.0,26/07/2016,2.0,2.0,770.0,54.0,-37.7617,145.1065
ID656635028,6/39 St Kinnord St,1,u,310000.0,22/07/2017,1.0,1.0,1715.0,49.0,-37.75882,144.9027
ID663825255,147 George St,3,h,833800.0,24/06/2017,1.0,0.0,730.0,39.0,-37.88919,145.21629
ID585547365,1/41 Seventh St,3,t,1206000.0,12/08/2017,2.0,2.0,300.0,10.0,-37.98833,145.07741000000001
ID878831899,17 Curtin Dr,3,h,480500.0,19/08/2017,1.0,1.0,664.0,59.0,-37.56279,144.7304
ID921370158,2/2 Elsey Rd,2,u,525000.0,23/04/2016,1.0,2.0,284.0,5.0,-37.705,145.0152
ID684828933,17 Wentworth Cl,4,h,950000.0,3/09/2017,2.0,2.0,879.0,24.0,-37.680009999999996,145.16
ID278860682,2/100 Curzon St,2,t,888000.0,10/12/2016,1.0,1.0,0.0,21.0,-37.8016,144.9486
ID358499590,1/1 Clarendon St,3,t,650000.0,8/07/2017,2.0,2.0,159.0,3.0,-37.78502,144.86733
ID271755309,52/167 Fitzroy St,3,t,1295000.0,16/07/2016,2.0,2.0,0.0,19.0,-37.8584,144.9802
ID403466205,18 Chapel St,2,h,1015000.0,16/07/2016,1.0,1.0,131.0,129.0,-37.8274,144.9967
ID275293379,26/2 Ballarat Rd,3,u,561000.0,27/06/2016,1.0,1.0,0.0,13.0,-37.7952,144.909
ID949571507,38 Gretel Gr,4,h,320000.0,1/07/2017,2.0,1.0,547.0,33.0,-37.690259999999995,144.57866
ID764910262,1/2 Mary St,2,u,580000.0,22/07/2017,2.0,2.0,155.0,24.0,-37.943020000000004,145.15478000000004
ID822169607,15 Wright St,3,h,1045000.0,28/05/2016,1.0,1.0,429.0,89.0,-37.7453,144.9183
ID889704287,42 Marlborough St,2,u,835000.0,17/09/2016,2.0,1.0,362.0,59.0,-37.9149,145.0676
ID960792300,121 High St,4,h,1910000.0,1/07/2017,2.0,3.0,737.0,39.0,-37.86231,145.07213000000004
ID852318152,297 New St,4,h,2800000.0,10/12/2016,3.0,3.0,596.0,19.0,-37.9059,144.9927
ID412278951,3/61 Stawell St,2,u,696000.0,27/06/2016,2.0,1.0,0.0,11.0,-37.821999999999996,145.0104
ID442560116,1/54 Furneaux Gr,5,h,760000.0,20/05/2017,2.0,2.0,411.0,64.0,-37.7784,145.091
ID878211884,112 Edgewater Bvd,3,t,865000.0,16/04/2016,2.0,2.0,151.0,9.0,-37.7855,144.8958
ID957949768,4/7 York St,1,u,336000.0,28/08/2016,1.0,1.0,0.0,39.0,-37.7652,144.9116
ID190174736,47 Suffolk Rd,3,h,2200000.0,10/09/2016,2.0,4.0,816.0,69.0,-37.8304,145.0934
ID133851603,33 Haynes St,4,h,1820000.0,8/07/2017,2.0,2.0,680.0,13.0,-37.94882,145.03111
ID942778853,11 Aitken Ct,3,h,904000.0,12/08/2017,1.0,3.0,1014.0,79.0,-37.88472,145.26653000000005
ID371184006,19 Pearce St,5,h,1225000.0,29/04/2017,1.0,2.0,633.0,59.0,-37.8557,145.1285
ID279913663,75 Queen St,2,h,775000.0,13/05/2017,1.0,1.0,314.0,29.0,-37.7485,144.9502
ID759777657,27 Thomson Dr,4,h,890000.0,14/05/2016,3.0,2.0,583.0,49.0,-37.733000000000004,145.0694
ID693236895,29 Bevan St,4,h,2188000.0,19/11/2016,2.0,2.0,752.0,38.0,-37.8149,145.0747
ID557117293,1615/250 Elizabeth St,1,u,386000.0,10/09/2016,1.0,0.0,0.0,43.0,-37.8127,144.9627
ID949721017,2/36 Mulawa St,6,h,1350000.0,17/06/2017,4.0,4.0,4413.0,3.0,-37.777,145.28113000000005
ID204431052,53 Narbethong Dr,3,h,866000.0,8/07/2017,2.0,2.0,743.0,39.0,-37.71733,145.09622
ID669166213,55 McEwan Rd,2,h,780000.0,1/07/2017,1.0,1.0,588.0,10.0,-37.73764,145.05323
ID532966331,403/79 River St,2,u,850000.0,22/04/2017,2.0,2.0,17200.0,19.0,-37.8361,144.9966
ID816589488,20 Orlit Ct,3,h,647000.0,16/09/2017,2.0,4.0,614.0,99.0,-37.64035,145.05624
ID343732338,6/23 Gourlay St,2,u,442000.0,17/09/2016,1.0,1.0,0.0,59.0,-37.8726,144.9962
ID670683200,109 Victor Rd,4,h,1100000.0,8/10/2016,2.0,4.0,653.0,64.0,-37.9244,145.0792
ID383359400,1/256 Mason St,2,t,640000.0,11/03/2017,1.0,1.0,252.0,54.0,-37.8397,144.8602
ID943439347,3/5 Kent Rd,2,u,400000.0,23/04/2016,1.0,1.0,0.0,14.0,-37.8248,145.1215
ID658085064,14 Lucerne St,3,h,1415000.0,27/06/2016,1.0,1.0,605.0,69.0,-37.8703,145.0774
ID677211534,36 Charlotte St,2,h,1421000.0,12/11/2016,1.0,0.0,196.0,19.0,-37.8254,145.0
ID290423869,29/100 Commercial Rd,3,u,750000.0,4/06/2016,2.0,2.0,0.0,15.0,-37.8453,144.9849
ID818485218,10/40 Young St,2,t,515000.0,12/11/2016,1.0,1.0,1981.0,13.0,-37.7677,144.9221
ID420328916,12 Thomas St,3,h,1075000.0,4/06/2016,2.0,2.0,312.0,29.0,-37.9179,145.0232
ID867149499,59 Moubray St,3,h,2100000.0,23/09/2017,2.0,2.0,137.0,129.0,-37.84388,144.95303
ID735898239,11 Kimber Ct,4,h,1100000.0,17/06/2017,2.0,2.0,840.0,39.0,-37.97824,145.12949
ID496651050,1/270 Spring Rd,2,u,595000.0,27/05/2017,1.0,1.0,2256.0,39.0,-37.9811,145.13807
ID152770396,12 Power St,3,h,1670000.0,22/04/2017,1.0,1.0,534.0,3.0,-37.8114,145.0793
ID791014273,22 Skipton Rd,4,h,1337000.0,15/10/2016,1.0,2.0,696.0,89.0,-37.8991,145.0804
ID658864133,38 Budds St,2,t,657000.0,13/08/2016,1.0,2.0,138.0,99.0,-37.7427,144.9711
ID838240969,24 Elphinstone St,4,h,1300000.0,29/07/2017,2.0,2.0,588.0,49.0,-37.794579999999996,144.87271
ID259529455,43 Duke St,3,h,805000.0,17/06/2017,1.0,2.0,631.0,54.0,-37.789559999999994,144.84526
ID499098752,57 Monash St,3,h,1350000.0,18/03/2017,1.0,3.0,575.0,80.0,-37.7828,144.9049
ID855121319,12 Gordon Ct,3,h,1450000.0,12/08/2017,2.0,2.0,1555.0,79.0,-37.8357,145.22564
ID344251479,29 Mabel St,4,h,2216000.0,8/04/2017,2.0,0.0,670.0,89.0,-37.8378,145.089
ID732525215,7 Austin Rd,3,h,1050000.0,15/10/2016,2.0,2.0,357.0,49.0,-37.9449,145.0144
ID755943248,1A Riverview Ct,4,h,1190000.0,29/04/2017,3.0,2.0,224.0,4.0,-37.7641,144.8885
ID186024928,27 McPhail St,3,h,1315000.0,29/07/2017,3.0,1.0,226.0,19.0,-37.75485,144.9119
ID492952663,2/61 Black St,2,u,800000.0,16/04/2016,1.0,1.0,131.0,99.0,-37.9164,145.0002
ID801428657,53 Mangalore St,4,h,1740000.0,22/05/2016,3.0,2.0,650.0,94.0,-37.7796,144.935
ID372151714,3 South St,3,h,965000.0,27/06/2016,1.0,1.0,283.0,79.0,-37.8064,144.8944
ID299393950,3 Mitford Pl,4,h,1650000.0,24/06/2017,2.0,2.0,268.0,49.0,-37.87294,144.98118
ID670683200,109 Victor Rd,4,h,1100000.0,8/10/2016,2.0,4.0,653.0,64.0,-37.9244,145.0792
ID993831846,7/4 Smith St,1,u,314000.0,27/05/2017,1.0,1.0,0.0,49.0,-37.81256,144.99347
ID384296459,12 Taormina St,3,h,550000.0,27/05/2017,2.0,2.0,392.0,6.0,-37.62458,144.88546000000005
ID135595905,1 Ebony Pde,3,h,710000.0,1/07/2017,1.0,1.0,577.0,69.0,-37.74307,145.0399
ID406148368,7 Stewart St,4,h,1340000.0,18/03/2017,2.0,0.0,297.0,119.0,-37.8108,144.888
ID736279163,74 Forrester St,4,h,1275000.0,12/11/2016,2.0,2.0,503.0,11.0,-37.7513,144.8925
ID765886464,6 Addison St,4,h,1810000.0,1/07/2017,2.0,2.0,431.0,125.0,-37.77019,144.92691000000005
ID386788285,37 Orange St,3,h,1270000.0,12/11/2016,1.0,2.0,694.0,10.0,-37.9174,145.0779
ID305405524,15/289 Barkly St,2,u,482300.0,25/02/2017,1.0,0.0,0.0,39.0,-37.8735,144.9798
ID548464401,150 Millers Rd,3,h,585000.0,3/06/2017,1.0,1.0,402.0,39.0,-37.83012,144.84818
ID240675075,18 Kingston St,4,h,2400000.0,12/11/2016,2.0,2.0,663.0,119.0,-37.9323,145.0137
ID516557992,34 Elsey Rd,3,h,750000.0,9/09/2017,1.0,3.0,611.0,89.0,-37.70486,145.01169
ID531649921,54 Palmerston Cr,3,h,1210000.0,9/09/2017,2.0,0.0,149.0,119.0,-37.834740000000004,144.96917
ID555521800,7 Ballantyne St,3,h,1450000.0,26/08/2017,1.0,1.0,312.0,56.0,-37.7587,144.99966
ID620568986,19/47 Rockley Rd,2,u,500000.0,22/08/2016,1.0,1.0,0.0,39.0,-37.835,145.0002
ID582498416,58 Bliburg St,3,h,421000.0,30/07/2016,1.0,1.0,607.0,59.0,-37.6864,144.9111
ID647976175,11/52 Alma Rd,1,u,320000.0,8/04/2017,1.0,1.0,1036.0,49.0,-37.8607,144.9873
ID576561268,1/53 Grange Rd,2,u,838000.0,7/11/2016,1.0,1.0,0.0,61.0,-37.8366,145.0114
ID239387494,3 Peacock St,3,h,1468000.0,11/02/2017,1.0,2.0,706.0,17.0,-37.8509,145.1161
ID437750830,22b Essex Rd,4,h,2200000.0,7/05/2016,2.0,2.0,734.0,99.0,-37.8286,145.092
ID926922911,14 Baker St,4,h,760000.0,8/04/2017,1.0,5.0,650.0,69.0,-37.7867,144.8437
ID355231949,4/14 Brickwood St,2,u,858000.0,18/03/2017,1.0,1.0,107.0,69.0,-37.8958,144.9982
ID334302954,38A Carroll Cr,3,h,470000.0,19/08/2017,1.0,1.0,290.0,7.0,-37.6669,145.04234
ID882093615,41 Queen St,3,h,1690000.0,27/06/2016,2.0,2.0,692.0,13.0,-37.9043,145.0358
ID545398990,2b Roberts Rd,3,u,850000.0,3/06/2017,2.0,1.0,307.0,59.0,-37.72649000000001,144.88488999999996
ID344409126,68 Osborne St,3,h,1710000.0,27/11/2016,2.0,1.0,260.0,3.0,-37.8671,144.9001
ID601290277,21 Maud St,3,h,1300000.0,12/11/2016,1.0,2.0,464.0,64.0,-37.7945,145.0667
ID540161527,201 Stokes St,2,h,1515000.0,26/08/2017,2.0,2.0,197.0,9.0,-37.837540000000004,144.93954
ID706168438,15/104 Rowena Pde,1,u,355000.0,24/06/2017,1.0,0.0,1082.0,49.0,-37.8211,144.99549
ID944121729,49 Mangarra Rd,5,h,8000000.0,13/05/2017,5.0,4.0,2079.0,139.0,-37.8179,145.0694
ID581351706,1a Leander St,2,h,716000.0,30/07/2016,1.0,2.0,274.0,19.0,-37.7939,144.8846
ID911378688,2/68 Naples Rd,2,t,800000.0,3/06/2017,1.0,1.0,0.0,39.0,-37.98937,145.06723
ID450261085,10 Tuppen St,5,h,1287000.0,27/11/2016,2.0,2.0,488.0,89.0,-37.8131,144.8778
ID827070552,9/400 Dandenong Rd,2,u,420000.0,10/09/2016,1.0,1.0,0.0,7.0,-37.861,145.0136
ID894505464,118 Marshall Rd,3,h,640000.0,1/07/2017,1.0,2.0,219.0,59.0,-37.71655,144.88155
ID826896114,64 Magnolia Ct,4,h,1325000.0,17/09/2016,3.0,2.0,740.0,51.0,-37.7728,145.1271
ID373105417,1/5 Box St,3,t,678000.0,11/03/2017,2.0,1.0,230.0,10.0,-37.7077,145.0211
ID574758453,60 Arden St,4,h,1475000.0,12/08/2017,2.0,1.0,137.0,3.0,-37.80072,144.9496
ID444074335,395 Mitcham Rd,2,h,890000.0,24/06/2017,2.0,1.0,370.0,34.0,-37.82047,145.19421
ID452838453,106 Christmas St,3,t,1130000.0,30/07/2016,2.0,1.0,229.0,49.0,-37.7671,145.0153
ID778690361,403/99 Nott St,1,u,455500.0,24/09/2016,1.0,1.0,0.0,17.0,-37.8405,144.9385
ID557373693,320 Church St,3,h,1651000.0,24/09/2016,2.0,1.0,192.0,119.0,-37.8212,144.9985
ID745175929,52a Tucker Rd,2,u,725000.0,29/04/2017,1.0,1.0,0.0,13.0,-37.9296,145.0498
ID291328733,66 Roseberry St,3,h,1865000.0,4/03/2017,2.0,2.0,431.0,69.0,-37.8269,145.0496
ID758598645,48 Elder St,4,h,1695000.0,3/06/2017,3.0,4.0,696.0,69.0,-37.81726,145.16061000000005
ID707361404,192 Gillies St,3,h,1064000.0,6/08/2016,1.0,1.0,235.0,119.0,-37.7698,145.0183
ID150522254,2/95 Thomas St,3,t,1100000.0,24/09/2016,2.0,1.0,355.0,32.0,-37.9391,145.012
ID205936541,11 Walter St,3,h,810000.0,17/06/2017,1.0,2.0,634.0,19.0,-37.71236,144.94332
ID821809131,31/78 Oxford St,2,u,1215000.0,24/09/2016,2.0,1.0,0.0,124.0,-37.8035,144.985
ID120355994,14 Borlase St,5,h,1060000.0,29/04/2017,2.0,2.0,627.0,59.0,-37.7327,145.0804
ID917871554,30 Rothwell St,3,h,940000.0,3/12/2016,1.0,2.0,298.0,99.0,-37.7777,144.9195
ID740067924,8/18 Edgar St,2,u,680000.0,15/10/2016,1.0,1.0,0.0,73.0,-37.8566,145.0454
ID710779689,53 River St,4,h,1260000.0,7/05/2016,1.0,3.0,757.0,59.0,-37.8411,144.889
ID170000012,24 Home St,4,h,1162000.0,27/11/2016,3.0,4.0,695.0,59.0,-37.7264,145.0198
ID975423879,16 Waratah St,3,t,1260000.0,29/07/2017,2.0,2.0,669.0,59.0,-37.912890000000004,145.08065
ID175592765,12 Millard St,4,h,1115000.0,19/11/2016,2.0,2.0,575.0,59.0,-37.9274,145.0654
ID831765416,30 Lobb St,3,h,740000.0,28/05/2016,2.0,1.0,4676.0,9.0,-37.7687,144.9649
ID389428494,14 Shelley St,2,h,665000.0,6/05/2017,1.0,1.0,263.0,27.0,-37.7428,145.0511
ID817367595,18 Brockhoff Dr,4,h,1250000.0,24/09/2016,2.0,2.0,499.0,14.0,-37.8593,145.1101
ID121478089,52 Wilson Bvd,4,h,830000.0,22/08/2016,1.0,4.0,791.0,89.0,-37.7001,144.9936
ID505298209,30 Shepherd St,3,h,730000.0,29/04/2017,1.0,3.0,586.0,17.0,-37.783,144.855
ID659121328,12 Patterson Av,4,h,1702000.0,16/09/2017,1.0,1.0,762.0,59.0,-37.84162,145.10435
ID459461986,10/27 Lewisham Rd,2,u,600000.0,18/06/2016,1.0,1.0,0.0,49.0,-37.8559,144.999
ID918337871,11 Pacific Pl,3,h,695000.0,3/06/2017,2.0,2.0,665.0,29.0,-37.69408,144.77861000000001
ID844592352,6 Shackell St,2,h,735000.0,6/08/2016,1.0,1.0,280.0,119.0,-37.7429,144.952
ID468464517,9/3 Irving St,2,u,570500.0,4/03/2017,1.0,2.0,0.0,49.0,-37.8597,145.0318
ID414891236,25 Bruce St,3,h,690000.0,26/08/2017,1.0,2.0,535.0,89.0,-37.67324,145.03513
ID672315615,27/16 Goodwood St,2,t,810000.0,18/06/2016,1.0,1.0,94.0,109.0,-37.8201,144.9927
ID318052892,5/148 Nepean Hwy,3,t,805000.0,15/07/2017,2.0,2.0,0.0,13.0,-38.02768,145.10187
ID285069915,46 Yongala St,3,h,1850000.0,28/08/2016,1.0,1.0,607.0,69.0,-37.8058,145.0781
ID482216707,2/32 Wilson Rd,3,u,1000000.0,22/07/2017,2.0,2.0,365.0,23.0,-37.88599,145.17031
ID500081397,1/4 Weyburn Pl,2,t,550000.0,24/09/2016,1.0,2.0,158.0,26.0,-37.7592,144.8681
ID903061709,4/63 Carlisle St,2,u,533000.0,22/07/2017,1.0,1.0,463.0,59.0,-37.86761,144.98337
ID383315765,21 Woorite Pl,3,h,900000.0,12/11/2016,1.0,1.0,713.0,49.0,-37.7301,144.8671
ID644701766,45 Lenna St,3,h,1320000.0,15/07/2017,1.0,1.0,620.0,51.0,-37.85436,145.13827
ID697906822,9 Rosebud Pde,4,h,1080000.0,4/03/2017,1.0,2.0,676.0,49.0,-37.7389,145.0861
ID882970446,6/107 Riversdale Rd,2,u,500000.0,6/08/2016,1.0,1.0,0.0,12.0,-37.8287,145.035
ID494530096,15 Clifford St,4,h,705000.0,27/05/2017,2.0,4.0,765.0,44.0,-37.854,145.2565
ID532922514,87 Berkshire Rd,3,h,580000.0,18/03/2017,1.0,1.0,0.0,44.0,-37.7652,144.8376
ID874556971,35 Lindenow St,3,h,876000.0,8/07/2017,1.0,2.0,420.0,2.0,-37.77915,144.88137
ID708180844,12/262 Barkly St,2,u,602000.0,28/08/2016,1.0,1.0,0.0,39.0,-37.7794,144.989
ID665155578,17 Station Rd,4,h,1085000.0,8/10/2016,1.0,2.0,458.0,39.0,-37.8571,144.8915
ID492930682,37 Waltham St,2,h,1225000.0,9/09/2017,1.0,1.0,150.0,129.0,-37.78363,144.92997
ID862348742,8 Herbert St,3,h,705000.0,22/05/2016,1.0,1.0,581.0,59.0,-37.7691,144.8575
ID498078756,3/2 Cawkwell St,3,t,1390000.0,14/05/2016,2.0,1.0,227.0,24.0,-37.8577,145.0406
