ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
ID867091725,1/40 St Hellier St,HEIDELBERG HEIGHTS,757000.0,h,4/03/2017,2,2.0,2.0,275.0,89.0,-37.7494,145.0538,19935.0,1047.279400219435,29.823529411764707,0,153,1704,324
ID853210168,305 Carrick Dr,GLADSTONE PARK,691000.0,h,17/06/2017,5,2.0,3.0,551.0,44.0,-37.68329,144.89302,22254.0,2342.9278632154105,32.0,0,86,751,113
ID475850267,19/36 Grange Rd,TOORAK,515501.0,u,12/11/2016,1,1.0,1.0,0.0,49.0,-37.8373,145.0116,19906.0,1141.0367773374944,11.904761904761905,0,79,512,63
ID489447010,30 Rothwell St,ASCOT VALE,940000.0,h,3/12/2016,3,1.0,2.0,298.0,99.0,-37.7777,144.9195,20039.0,335.72001477284385,20.0,0,311,2215,346
ID936372557,42 Argyle Wy,WANTIRNA SOUTH,1045000.0,h,15/07/2017,4,3.0,2.0,728.0,29.0,-37.88009,145.22736,19869.0,5467.110725111649,48.18181818181818,0,18,38,6
ID159309890,23 Darling Rd,MALVERN EAST,1650000.0,h,28/05/2016,3,1.0,2.0,764.0,94.0,-37.8814,145.0583,19920.0,539.4809104177504,23.451612903225808,0,87,348,76
ID534696349,3/5 Kent Rd,BOX HILL,400000.0,u,23/04/2016,2,1.0,1.0,0.0,14.0,-37.8248,145.1215,20042.0,620.9967111647683,25.71794871794872,0,343,1929,260
ID244793384,38 Caroline Dr,TEMPLESTOWE LOWER,1350000.0,h,12/08/2017,3,2.0,3.0,725.0,24.0,-37.76616,145.11207,19935.0,4633.768530098055,29.823529411764707,0,316,1022,237
ID172019225,108/32 Bray St,SOUTH YARRA,470000.0,u,24/06/2017,2,1.0,1.0,1890.0,99.0,-37.84446,144.99552,19947.0,582.292355863443,16.214285714285715,0,155,728,134
ID131182366,1/23 Aintree Rd,GLEN IRIS,550000.0,u,7/05/2016,2,1.0,1.0,0.0,51.0,-37.8567,145.0435,19944.0,1640.0153950353936,20.8,0,240,1683,169
ID167756221,9 Mountain St,ESSENDON,1800000.0,h,27/06/2016,6,2.0,2.0,870.0,119.0,-37.7517,144.9018,22253.0,1355.0158976012922,18.333333333333332,0,47,281,29
ID709869202,315 Elizabeth Dr,SUNBURY,500000.0,h,22/07/2017,3,1.0,3.0,678.0,44.0,-37.56935,144.7241,15351.0,1120.906099536144,45.75,0,201,824,150
ID662599412,44 Morey St,CAMBERWELL,1500000.0,h,22/04/2017,4,2.0,2.0,468.0,22.0,-37.8417,145.097,19849.0,1818.3228021868185,28.666666666666668,0,470,3339,557
ID811043505,54 Palmerston Cr,SOUTH MELBOURNE,1210000.0,h,9/09/2017,3,2.0,0.0,149.0,119.0,-37.83474,144.96917,19854.0,1839.731945030508,3.19205298013245,0,155,728,134
ID465881751,1/168 Beach Rd,PARKDALE,2185000.0,h,8/07/2017,4,2.0,3.0,220.0,9.0,-38.00205,145.07853,19863.0,946.4941815343568,50.06666666666667,0,117,1378,150
ID804229667,1/12 Burrows St,BRIGHTON,905500.0,u,16/07/2016,2,1.0,1.0,122.0,99.0,-37.9188,144.9942,19951.0,447.74986861204246,26.5,1,343,1929,260
ID821528197,26 Hunter Rd,CAMBERWELL,2105000.0,h,25/02/2017,3,1.0,2.0,692.0,79.0,-37.8379,145.0849,19850.0,1064.4116303641454,26.666666666666668,0,470,3339,557
ID287484837,16a Arbor Tce,AVONDALE HEIGHTS,665000.0,u,16/04/2016,3,2.0,1.0,289.0,7.0,-37.7644,144.8657,20022.0,3887.065777487124,21.4,0,206,1709,183
ID287515758,1 Swallow La,FOOTSCRAY,605000.0,u,3/06/2017,3,1.0,2.0,4096.0,131.0,-37.8021,144.9075,20025.0,394.85708650754356,10.18918918918919,0,255,1618,222
ID347794652,22 Margarita St,HAMPTON,2880000.0,h,10/09/2016,4,3.0,2.0,687.0,94.0,-37.9312,144.9997,19949.0,770.2252607565307,31.5,0,210,1676,169
ID915496832,109 North Rd,AVONDALE HEIGHTS,762000.0,h,26/07/2016,4,2.0,2.0,589.0,58.0,-37.7573,144.8534,20004.0,3392.573512227791,26.375,0,206,1709,183
ID738999776,7/200 Albion St,BRUNSWICK,585000.0,u,20/05/2017,2,1.0,1.0,430.0,13.0,-37.7609,144.9623,19967.0,147.21926942071764,27.333333333333332,0,117,1162,191
ID477821700,4/27 Baird St,MAIDSTONE,695000.0,t,4/03/2017,3,2.0,1.0,156.0,7.0,-37.7898,144.8722,20022.0,1330.2576056619966,21.4,0,102,352,106
ID984035850,408/1 Brunswick Rd,BRUNSWICK EAST,390500.0,u,22/07/2017,1,1.0,1.0,0.0,8.0,-37.77883,144.9776,20017.0,1356.947580354813,19.3,0,111,355,60
ID653077241,10 Oak St,HAWTHORN,3225000.0,h,13/08/2016,4,2.0,2.0,665.0,129.0,-37.814,145.0175,19905.0,992.124825484742,13.952380952380953,1,150,1565,276
ID730009316,8 Cloverdale Rd,GLEN IRIS,2180000.0,h,24/06/2017,5,3.0,2.0,595.0,59.0,-37.85775,145.07196000000005,19848.0,948.9749203728029,30.666666666666668,0,255,1618,222
ID182202584,13/209 Hotham St,RIPPONLEA,520000.0,u,28/05/2016,2,1.0,1.0,0.0,48.0,-37.8788,144.9974,19955.0,374.01345326015166,19.5,0,61,194,73
ID853021510,12 Briar St,BORONIA,780000.0,h,3/06/2017,4,2.0,2.0,820.0,44.0,-37.87393,145.28858,19868.0,1044.6623592662554,50.18181818181818,0,12,26,2
ID296691822,217 Murrumbeena Rd,MURRUMBEENA,1540000.0,h,27/05/2017,4,2.0,2.0,589.0,99.0,-37.90017,145.06435,19919.0,1141.3796118507446,25.35483870967742,0,42,147,51
ID429673771,35 Washington St,ESSENDON,2210000.0,h,3/06/2017,5,3.0,2.0,590.0,139.0,-37.75511,144.90935,22253.0,610.9547093373047,18.333333333333332,0,47,371,27
ID747925498,190 Gore St,FITZROY,1440000.0,h,17/09/2016,2,1.0,0.0,95.0,129.0,-37.8032,144.9825,19976.0,1000.3920245311382,12.235294117647058,0,47,281,29
ID507148377,17 Yarra St,WILLIAMSTOWN,1470000.0,h,8/10/2016,3,2.0,1.0,364.0,49.0,-37.8513,144.8961,19993.0,912.649685202853,20.857142857142858,0,130,762,109
ID493357753,35/24 Craig St,KEILOR EAST,650000.0,h,27/11/2016,3,2.0,2.0,176.0,39.0,-37.7432,144.8816,22253.0,3362.6090451352557,18.333333333333332,0,79,225,53
ID759208388,33 Newstead St,MARIBYRNONG,1320000.0,h,10/09/2016,3,2.0,2.0,645.0,119.0,-37.7662,144.8971,20038.0,1942.0801424977583,22.0,0,87,348,76
ID219802503,33 Disraeli St,KEW,1440000.0,h,27/11/2016,3,1.0,1.0,298.0,119.0,-37.8021,145.0391,19904.0,2168.5242058960835,15.655172413793103,0,37,154,24
ID242282448,18a Berembong Dr,KEILOR EAST,470000.0,u,13/08/2016,2,1.0,1.0,218.0,49.0,-37.7337,144.8617,20003.0,5298.876047138513,29.375,0,79,225,53
ID990309705,155 Dendy St,BRIGHTON EAST,1400000.0,h,19/11/2016,3,2.0,2.0,486.0,19.0,-37.9213,145.0111,19951.0,1469.8489741965575,26.5,0,343,1929,260
ID852154334,21 Crown St,RICHMOND,1165000.0,h,28/08/2016,3,1.0,1.0,167.0,15.0,-37.8167,145.0098,19906.0,1224.9368828891936,11.904761904761905,0,117,378,47
ID706985702,2/87 Tannock St,BALWYN NORTH,800000.0,u,20/05/2017,2,2.0,1.0,196.0,25.0,-37.785,145.0961,19896.0,3920.9983002013523,28.76923076923077,0,125,839,108
ID689909831,88 Monash St,SUNSHINE,720000.0,h,28/05/2016,2,1.0,2.0,465.0,11.0,-37.7889,144.8362,20021.0,295.01304241263,24.0,0,170,1257,169
ID521019232,22 Kokoda St,HEIDELBERG WEST,725000.0,h,27/11/2016,2,1.0,3.0,632.0,59.0,-37.7443,145.0462,19936.0,1762.3591523350265,31.75,0,150,1565,276
ID453162142,104 Studley Rd,EAGLEMONT,1440000.0,h,15/07/2017,3,1.0,2.0,598.0,64.0,-37.76093,145.056,19934.0,346.64350949737207,29.0,0,208,1866,156
ID446805527,6/86 Heller St,BRUNSWICK WEST,537000.0,u,22/08/2016,2,1.0,1.0,501.0,59.0,-37.7741,144.9449,19970.0,1023.458924076573,22.333333333333332,0,119,1063,188
ID115443852,115 Abbotsford St,WEST MELBOURNE,1260000.0,h,4/06/2016,3,3.0,2.0,506.0,19.0,-37.805,144.9448,22239.0,324.00532840023396,7.0,0,79,512,63
ID884283310,17 Stephens St,BALWYN NORTH,3360000.0,h,16/04/2016,4,3.0,1.0,904.0,16.0,-37.797,145.086,19896.0,3030.2882289271183,28.76923076923077,0,120,881,102
ID155697515,2/10 Vincent St,BRIGHTON EAST,870000.0,t,6/08/2016,3,2.0,2.0,158.0,19.0,-37.9271,145.0281,19938.0,682.6063606273906,36.84615384615385,0,343,1929,260
ID775083537,5/8 Violet St,ESSENDON,440000.0,u,27/11/2016,2,1.0,1.0,1011.0,49.0,-37.7556,144.9132,22253.0,267.7621995018596,18.333333333333332,0,47,281,29
ID239050096,25 Dalgety Dr,ASCOT VALE,940000.0,h,26/07/2016,3,2.0,2.0,285.0,8.0,-37.7778,144.9061,20039.0,1410.7843401009827,20.0,0,311,2215,346
ID147679975,33 Lindsay St,BULLEEN,1540000.0,h,6/05/2017,4,2.0,2.0,780.0,49.0,-37.7766,145.1,19935.0,4085.7739731682877,29.823529411764707,0,117,1162,191
ID445896224,47 Clifton St,ABERFELDIE,1350000.0,h,28/05/2016,4,2.0,2.0,1076.0,59.0,-37.7609,144.8905,22253.0,2326.108198461936,18.333333333333332,0,100,300,45
ID355523503,64 Tucker Rd,BENTLEIGH,1095000.0,h,17/09/2016,3,2.0,1.0,581.0,54.0,-37.9286,145.0495,19938.0,1290.42320555349,36.84615384615385,0,120,881,102
ID951455402,30 Cobram St,TARNEIT,530000.0,h,22/07/2017,3,2.0,2.0,400.0,10.0,-37.83353,144.67324,47648.0,1894.0751693143197,32.09090909090909,1,201,824,150
ID263018631,3/6 Methven St,BRUNSWICK EAST,632000.0,u,20/05/2017,2,1.0,2.0,65.0,59.0,-37.7724,144.9741,19968.0,1379.2376965034482,25.333333333333332,0,111,355,60
ID123520867,321a Union Rd,BALWYN,1500000.0,h,28/08/2016,3,2.0,2.0,404.0,8.0,-37.8075,145.1011,19896.0,1383.6172684593334,28.76923076923077,0,120,881,102
ID967974174,26 Teddington Rd,HAMPTON,1620000.0,h,15/10/2016,3,1.0,2.0,783.0,49.0,-37.9359,145.017,19949.0,1382.8592889295137,31.5,0,210,1676,169
ID901535616,1/11 Rosstown Rd,CARNEGIE,480000.0,u,15/07/2017,2,1.0,1.0,830.0,51.0,-37.88414,145.0528,19920.0,558.7066739063732,23.451612903225808,0,470,3339,557
ID990298215,26 Millewa Av,MALVERN EAST,1638000.0,h,22/07/2017,3,1.0,1.0,697.0,29.0,-37.88354,145.07536000000005,19919.0,1020.5367607033891,25.35483870967742,0,102,352,106
ID688462696,43/1 Exhibition St,MELBOURNE,436000.0,u,23/04/2016,1,1.0,0.0,0.0,99.0,-37.8159,144.972,19854.0,517.4671857272276,3.19205298013245,0,46,86,21
ID471646659,54 Sutton St,BALWYN NORTH,1818000.0,h,15/10/2016,3,1.0,1.0,722.0,89.0,-37.7956,145.0829,19893.0,3218.789992001298,23.76923076923077,0,120,881,102
ID796468992,81 Fromer St,BENTLEIGH,1430000.0,h,22/08/2016,4,2.0,2.0,611.0,49.0,-37.9289,145.0481,19937.0,1167.7513923547854,38.266666666666666,1,120,881,102
ID204473376,9/6 Rosamond Rd,FOOTSCRAY,410000.0,t,15/10/2016,2,2.0,1.0,65.0,5.0,-37.7881,144.8838,20023.0,1531.896276098469,19.4,0,240,1683,169
ID682548607,4 Garnet St,SUNSHINE NORTH,670000.0,h,8/10/2016,3,1.0,2.0,532.0,69.0,-37.7749,144.8313,20004.0,656.3192484663931,26.375,0,170,1257,169
ID851633085,171 Mansfield St,THORNBURY,1130000.0,h,20/05/2017,3,1.0,1.0,381.0,101.0,-37.7575,145.0128,20014.0,1281.557967560183,25.3,0,316,1022,237
ID240768769,2/27 Pakington St,KEW,610000.0,u,4/03/2017,2,1.0,1.0,745.0,51.0,-37.8024,145.0346,19904.0,2128.6150204389396,15.655172413793103,0,41,142,25
ID746094516,18 Warruga Pl,GREENSBOROUGH,1010000.0,h,15/07/2017,3,2.0,2.0,582.0,49.0,-37.71325,145.09532,19984.0,1046.6354046440463,37.666666666666664,0,86,751,113
ID509919940,21/127 Grey St,ST KILDA,330000.0,u,15/10/2016,1,1.0,1.0,653.0,19.0,-37.8642,144.9814,19956.0,1216.3016192277348,17.5,0,170,1257,169
ID507794834,73/145 Canterbury Rd,TOORAK,247500.0,u,22/04/2017,1,1.0,1.0,0.0,49.0,-37.8421,145.0104,19947.0,777.0763862902256,16.214285714285715,0,88,504,66
ID476420487,59 Gent St,YARRAVILLE,1005000.0,h,16/07/2016,3,1.0,1.0,438.0,59.0,-37.8177,144.8711,19996.0,1668.9426893104528,11.357142857142858,1,100,300,45
ID248816889,67 Charles St,NORTHCOTE,1100000.0,h,20/05/2017,2,1.0,1.0,189.0,49.0,-37.7767,144.9924,20017.0,137.2233512869086,19.3,0,26,68,13
ID890510953,2/99 Major Rd,FAWKNER,328000.0,u,29/04/2017,2,1.0,1.0,0.0,49.0,-37.7071,144.9644,19961.0,864.804855730334,39.0,0,156,1480,132
ID562431417,282 Hyde St,YARRAVILLE,600000.0,h,16/07/2016,3,1.0,1.0,0.0,59.0,-37.8222,144.8956,19996.0,864.7863205761591,11.357142857142858,0,100,300,45
ID497725239,1/1 Marshall Pl,CLIFTON HILL,1506000.0,h,25/02/2017,4,2.0,0.0,162.0,24.0,-37.7885,144.9994,19974.0,350.854232031414,15.142857142857142,0,137,1183,166
ID623943150,3 Highlander Ct,TAYLORS HILL,605500.0,h,1/07/2017,4,2.0,2.0,724.0,17.0,-37.71071,144.74962,22244.0,2411.6913920205384,30.5,0,71,332,39
ID223878156,3a Fraser St,ORMOND,861000.0,h,14/05/2016,2,1.0,1.0,0.0,17.0,-37.9026,145.0364,19941.0,290.34755993006996,32.15384615384615,0,36,147,42
ID767351637,431 Wattletree Rd,MALVERN EAST,2500000.0,h,12/08/2017,3,3.0,3.0,1011.0,94.0,-37.8652,145.05248,19943.0,1620.997993750905,21.215686274509803,0,102,352,106
ID988909386,20 Wills St,GLEN IRIS,1452000.0,h,6/05/2017,3,2.0,2.0,269.0,22.0,-37.854,145.0542,19850.0,2183.567151664126,26.666666666666668,0,255,1618,222
ID269908278,16 Fawkner Rd,PASCOE VALE,1305000.0,h,7/11/2016,3,1.0,1.0,735.0,19.0,-37.7282,144.9304,20034.0,344.41012780198633,31.0,0,85,1043,112
ID873002865,19 Kannan Bvd,BRAYBROOK,882000.0,h,10/12/2016,4,2.0,2.0,393.0,11.0,-37.7763,144.8543,20021.0,2325.3604176622675,24.0,0,343,1929,260
ID328489524,51 Clay St,MOORABBIN,1008000.0,h,27/06/2016,3,2.0,1.0,1660.0,59.0,-37.9354,145.0464,19937.0,856.2335376032149,38.266666666666666,0,11,52,6
ID423531513,9 Dalpura Dr,SUNSHINE WEST,488000.0,h,3/12/2016,3,1.0,2.0,538.0,20.0,-37.7952,144.8126,20020.0,1632.0591668768463,21.333333333333332,1,300,919,195
ID201107152,342 Gilbert Rd,PRESTON,1315000.0,h,19/11/2016,4,3.0,2.0,836.0,78.0,-37.7379,144.9903,20012.0,903.9713495749043,28.3,0,85,1043,112
ID869305828,7/15 Manchester Gr,GLEN HUNTLY,695000.0,u,4/06/2016,2,2.0,1.0,0.0,5.0,-37.8878,145.0407,19942.0,252.0972784104003,29.23076923076923,0,61,194,73
ID905450289,13 Stewart St,ORMOND,1360000.0,h,8/10/2016,2,1.0,1.0,690.0,89.0,-37.9056,145.0288,19940.0,985.2989866765962,33.15384615384615,1,36,147,42
ID354182486,7/297 Dandenong Rd,PRAHRAN,480000.0,u,18/03/2017,2,1.0,2.0,0.0,49.0,-37.8592,145.0054,19946.0,1199.6115855811502,18.214285714285715,0,92,1027,111
ID649663087,21 Robeson St,PRESTON,1110000.0,h,20/05/2017,4,1.0,2.0,556.0,84.0,-37.7489,144.9861,20013.0,1291.7254067006497,26.3,0,92,1027,111
ID419043091,290 Oriel Rd,HEIDELBERG WEST,652000.0,h,11/02/2017,3,1.0,0.0,589.0,49.0,-37.7356,145.0448,19936.0,2045.8657843520593,31.75,0,153,1704,324
ID767508513,3/5 Yunki Ct,ASHWOOD,770000.0,t,8/04/2017,2,1.0,2.0,162.0,9.0,-37.871,145.0994,19847.0,1760.482148502299,31.666666666666668,0,209,1886,215
ID889179690,10 Seattle St,BALWYN NORTH,1500000.0,h,7/05/2016,4,2.0,2.0,610.0,54.0,-37.784,145.0878,19934.0,3746.867532864618,29.0,0,120,881,102
ID477519280,40 Ridley St,ALBION,905000.0,h,3/09/2017,5,2.0,3.0,732.0,94.0,-37.78345,144.82295,20004.0,663.5133675706101,26.375,0,42,147,51
ID826046634,18 Lowan St,BRUNSWICK EAST,1290000.0,h,11/03/2017,4,2.0,2.0,468.0,7.0,-37.7724,144.9829,20017.0,1073.8019821440564,19.3,0,111,355,60
ID664753876,48 Leinster Gr,THORNBURY,920000.0,h,17/09/2016,3,1.0,2.0,410.0,99.0,-37.7604,144.9877,20015.0,920.6894713988567,23.3,0,300,919,195
ID366427916,7/2 Albion St,BRUNSWICK EAST,570000.0,u,3/06/2017,2,1.0,1.0,0.0,39.0,-37.7631,144.98138,20015.0,1384.0144455838088,23.3,0,111,355,60
ID499382248,13 York Av,IVANHOE EAST,2040000.0,h,23/09/2017,4,2.0,2.0,585.0,59.0,-37.7709,145.05676,19934.0,851.1310307494498,29.0,0,19,52,11
ID598351810,9 Queen St,ORMOND,1920000.0,h,4/06/2016,4,1.0,1.0,805.0,94.0,-37.9066,145.0354,19940.0,485.0735589969603,33.15384615384615,0,36,147,42
ID360903236,504/2 Golding St,HAWTHORN,600000.0,u,15/07/2017,2,1.0,1.0,0.0,5.0,-37.82214000000001,145.03288,19904.0,321.78166931867963,15.655172413793103,1,153,1704,324
ID593145700,3/7 Mattea Ct,RESERVOIR,380000.0,u,13/08/2016,2,1.0,1.0,220.0,8.0,-37.7327,145.0347,20011.0,2851.3167945074783,31.2,0,117,378,47
ID471359575,20 Westminster Dr,AVONDALE HEIGHTS,892500.0,h,22/05/2016,3,1.0,1.0,586.0,54.0,-37.7642,144.8603,20004.0,3471.7912570470053,26.375,0,206,1709,183
ID618225393,1B Hepburn St,HAWTHORN,1780000.0,h,18/03/2017,3,3.0,2.0,88.0,8.0,-37.824,145.0427,19903.0,328.93562500886077,17.904761904761905,0,153,1704,324
ID592064389,49 Robertson St,KENSINGTON,1230000.0,h,22/08/2016,3,1.0,1.0,312.0,104.0,-37.793,144.934,19972.0,237.05952020126819,17.0,0,37,154,24
ID119594138,139 Eglinton St,KEW,912500.0,h,3/06/2017,2,1.0,2.0,239.0,44.0,-37.8008,145.04336,19904.0,2379.7300883058742,15.655172413793103,0,41,142,25
ID849573853,33 Brockhoff Dr,BURWOOD,1255000.0,h,12/11/2016,4,2.0,2.0,438.0,14.0,-37.8599,145.1101,19848.0,2537.704810996555,30.666666666666668,0,119,1063,188
ID412827043,150 Gillies St,FAIRFIELD,1250000.0,h,3/09/2016,3,2.0,0.0,327.0,109.0,-37.7723,145.0179,19930.0,769.8792104609871,22.0,0,47,281,29
ID514184600,151 Power St,HAWTHORN,1976000.0,h,27/11/2016,4,2.0,2.0,410.0,129.0,-37.8246,145.026,19905.0,411.96952210814027,13.952380952380953,0,150,1565,276
ID268596103,12 Derby St,PASCOE VALE,650000.0,h,30/07/2016,4,1.0,2.0,410.0,79.0,-37.7346,144.9456,19964.0,1522.5219401214633,34.0,0,85,1043,112
ID775877306,16 Mistletoe Cl,KNOXFIELD,1070000.0,h,29/07/2017,5,2.0,2.0,726.0,39.0,-37.88309,145.24917,19869.0,3990.7408628884564,48.18181818181818,0,44,101,24
ID323592812,252 Yallambie Rd,YALLAMBIE,720000.0,h,24/09/2016,3,2.0,4.0,535.0,59.0,-37.7225,145.1037,19986.0,1761.8248444469325,43.9,0,130,762,109
ID971424266,63 Oakleigh Rd,CARNEGIE,1170000.0,h,7/05/2016,3,1.0,2.0,461.0,96.0,-37.8988,145.0516,19941.0,1161.7693594873365,32.15384615384615,0,462,3343,509
ID509394399,7/13 Clarendon St,COBURG,466000.0,u,8/10/2016,2,1.0,1.0,0.0,39.0,-37.7527,144.9522,19966.0,869.9440529296642,30.0,0,133,1156,139
ID464290780,3/212 Roden St,WEST MELBOURNE,1013000.0,t,20/05/2017,2,2.0,1.0,0.0,9.0,-37.8094,144.9452,19973.0,472.9032183965394,6.25,0,88,504,66
ID283554617,36 Matthews St,SUNSHINE,895000.0,h,7/05/2016,5,2.0,2.0,690.0,59.0,-37.7933,144.8408,20021.0,875.6831140567062,24.0,0,170,1257,169
ID195035426,707 Toorak Rd,KOOYONG,3080000.0,h,26/08/2017,4,2.0,3.0,620.0,89.0,-37.84391,145.03376,19945.0,1886.5511351636715,19.214285714285715,0,41,142,25
ID693929984,439 Plenty Rd,PRESTON,1000000.0,h,10/12/2016,3,2.0,2.0,143.0,44.0,-37.7381,145.0116,20012.0,977.302598501095,28.3,0,85,1043,112
ID157103460,11 Beena Av,CARNEGIE,1530000.0,h,8/07/2017,3,1.0,1.0,684.0,59.0,-37.8891,145.06337,19919.0,372.4691738357327,25.35483870967742,0,470,3339,557
ID510873953,46 Osborne Rd,NORTH WARRANDYTE,1550000.0,h,24/06/2017,5,3.0,4.0,4221.0,39.0,-37.73371,145.24045,19878.0,7726.345026491171,45.76923076923077,0,37,153,27
ID513604930,62 Devon Rd,PASCOE VALE,755000.0,h,6/05/2017,3,2.0,2.0,294.0,69.0,-37.7215,144.9251,20033.0,505.5949200669625,34.0,0,92,1027,111
ID362097049,2/52 Barton St,SURREY HILLS,807000.0,u,17/06/2017,2,1.0,1.0,1501.0,59.0,-37.81665,145.10043000000005,19896.0,544.6903518838533,28.76923076923077,0,316,1022,237
ID487510354,1/121 Thomas St,HAMPTON,878000.0,u,24/06/2017,2,1.0,1.0,128.0,52.0,-37.9395,145.01344,19949.0,1064.4153776002415,31.5,0,230,1620,177
ID935796039,12/378 Dandenong Rd,CAULFIELD NORTH,580000.0,u,4/03/2017,2,1.0,1.0,934.0,7.0,-37.8607,145.0116,19945.0,827.397611733755,19.214285714285715,0,199,1246,144
ID454971534,8/289 Barkly St,ST KILDA,470000.0,u,15/07/2017,2,1.0,0.0,0.0,69.0,-37.87349,144.9798,19956.0,1284.6459455937,17.5,0,176,1272,233
ID784049700,24 Brooke St,EAGLEMONT,2850000.0,h,18/03/2017,2,1.0,1.0,1777.0,89.0,-37.7676,145.0597,19934.0,675.5593825025425,29.0,0,208,1866,156
ID190443466,15 Killarney Rd,TEMPLESTOWE LOWER,1002000.0,h,24/09/2016,3,1.0,2.0,799.0,59.0,-37.7698,145.1028,19935.0,3967.686724111176,29.823529411764707,0,300,919,195
ID686283819,138 Bellbridge Dr,HOPPERS CROSSING,520000.0,h,27/05/2017,3,2.0,2.0,530.0,20.0,-37.86713,144.71086,19922.0,1996.9836264789467,32.142857142857146,0,80,223,58
ID671489915,101/416 Gore St,FITZROY,715000.0,u,26/07/2016,2,1.0,1.0,0.0,119.0,-37.7967,144.9836,19975.0,992.9322444808574,13.235294117647058,0,47,281,29
ID157639808,41 Leura Gr,HAWTHORN EAST,3600000.0,h,13/05/2017,4,3.0,2.0,667.0,31.0,-37.8374,145.0511,19853.0,1378.5126615642232,19.15625,0,156,1480,132
ID665077589,15 Stanley St,GLENROY,980000.0,h,4/03/2017,3,2.0,3.0,1029.0,69.0,-37.7115,144.9147,20032.0,806.3284022290103,36.0,0,230,1620,177
ID357876496,6/581 Orrong Rd,ARMADALE,405000.0,u,29/04/2017,1,1.0,0.0,0.0,53.0,-37.8531,145.0115,19946.0,334.47186663075706,18.214285714285715,0,311,2261,423
ID913138489,2/152 Gillies St,FAIRFIELD,610000.0,h,10/12/2016,2,1.0,1.0,66.0,49.0,-37.7722,145.0178,19930.0,780.0027211779396,22.0,0,47,281,29
ID295102739,365 Liberty Pde,HEIDELBERG WEST,525500.0,h,8/10/2016,3,1.0,1.0,605.0,59.0,-37.7344,145.0404,19936.0,2454.640028075978,31.75,0,150,1565,276
ID267842718,2/4 Balmoral St,ESSENDON,445000.0,u,10/12/2016,2,1.0,1.0,916.0,4.0,-37.7502,144.9065,20037.0,1070.9878609949487,24.0,1,47,281,29
ID458112823,3 Hampshire Rd,DONCASTER,1120000.0,h,17/06/2017,4,2.0,2.0,280.0,11.0,-37.79423,145.13696000000004,19897.0,2973.768926707478,30.818181818181817,0,208,1866,156
ID597789021,329 Gillies St,THORNBURY,2070000.0,h,1/07/2017,4,3.0,2.0,530.0,3.0,-37.76281,145.01986000000005,19930.0,1839.7510329392353,22.0,0,316,1022,237
ID380069781,37 McPhail St,ESSENDON,1195000.0,h,17/06/2017,2,1.0,1.0,337.0,79.0,-37.7545,144.91194,22253.0,410.75863510799616,18.333333333333332,0,47,371,27
ID445896224,47 Clifton St,ABERFELDIE,1350000.0,h,28/05/2016,4,2.0,2.0,1076.0,59.0,-37.7609,144.8905,22253.0,2326.108198461936,18.333333333333332,0,100,300,45
ID581171034,5 Grange Rd,CAULFIELD EAST,1650000.0,h,6/08/2016,3,1.0,2.0,875.0,7.0,-37.8815,145.0491,22248.0,732.1624627544883,19.5,0,131,1040,89
ID684175134,2/54 Pender St,THORNBURY,365000.0,u,10/12/2016,1,1.0,1.0,0.0,49.0,-37.7544,145.0092,20014.0,938.2397949246134,25.3,0,300,919,195
ID131544870,3/2 Woods Av,MORDIALLOC,309000.0,u,22/07/2017,1,1.0,1.0,57.0,41.0,-38.00331,145.09425,19863.0,683.3181926263991,50.06666666666667,0,183,1454,194
ID615035827,5A Hall St,BRIGHTON,2020000.0,h,17/06/2017,3,2.0,2.0,369.0,34.0,-37.91728,145.00206,19951.0,559.463018467829,26.5,0,362,2108,314
ID308316062,27 Buckingham Cr,SUNSHINE WEST,551000.0,h,8/07/2017,3,1.0,2.0,613.0,45.0,-37.80046,144.82676,22241.0,1432.2669521139037,15.85,0,316,1022,237
ID979877970,22/530 Toorak Rd,TOORAK,531000.0,u,18/03/2017,2,1.0,1.0,0.0,59.0,-37.8424,145.0184,19946.0,1012.3097091291066,18.214285714285715,0,88,504,66
ID964254819,1 Ruby La,GREENSBOROUGH,600000.0,h,26/08/2017,3,2.0,1.0,152.0,24.0,-37.68587,145.11508999999995,19985.0,2101.3578323642496,41.666666666666664,0,86,751,113
ID818238527,9/78 Walpole St,KEW,520000.0,u,8/07/2017,1,1.0,1.0,0.0,89.0,-37.80059,145.03274,19904.0,2346.60312327317,15.655172413793103,0,41,142,25
ID410271062,522 Waterdale Rd,HEIDELBERG HEIGHTS,526000.0,h,27/06/2016,2,1.0,1.0,310.0,25.0,-37.7389,145.0486,19936.0,1606.3010835944442,31.75,0,150,1565,276
ID352111570,35 Elizabeth St,BRIGHTON EAST,1537000.0,h,25/02/2017,3,2.0,2.0,324.0,20.0,-37.9034,145.017,19952.0,1275.154264218029,24.5,0,362,2108,314
ID193644567,59 The Crescent,KENSINGTON,918000.0,t,8/10/2016,3,2.0,1.0,788.0,21.0,-37.7938,144.9186,20026.0,878.659453484861,6.4,0,37,154,24
